basketball-v2/Iteration,Average/AverageDiscountedReturn,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/KLAfter,basketball-v2/TerminationRate,GaussianMLPPolicy/Entropy,basketball-v2/AverageReturn,MetaTest/basketball-v2/AverageReturn,MetaTest/basketball-v2/TerminationRate,MetaTest/Average/SuccessRate,Average/TerminationRate,basketball-v2/AverageDiscountedReturn,MetaTest/Average/AverageReturn,Average/MinReturn,Average/StdReturn,MetaTest/basketball-v2/AverageDiscountedReturn,basketball-v2/StdReturn,GaussianMLPPolicy/KLBefore,basketball-v2/MaxReturn,Average/NumEpisodes,MetaTest/basketball-v2/SuccessRate,basketball-v2/SuccessRate,GaussianMLPPolicy/LossAfter,MetaTest/Average/NumEpisodes,Iteration,MetaTest/Average/Iteration,MetaTest/basketball-v2/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,basketball-v2/MinReturn,Average/MaxReturn,MetaTest/basketball-v2/NumEpisodes,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,TotalEnvSteps,basketball-v2/NumEpisodes,GaussianMLPPolicy/LossBefore,MetaTest/basketball-v2/StdReturn,Average/SuccessRate,Average/Iteration,MetaTest/basketball-v2/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/basketball-v2/MinReturn
457,459.3757040198684,2.862878500309307e-05,0.004489847458899021,0.0,2.5084187984466553,3234.1570226639124,2687.933288798996,0.0,0.78,0.0,459.3757040198684,2687.933288798996,8.69949850454321,1238.9820550078223,2687.9332887989954,1238.9820550078223,0.0,4503.257148563925,200,0.78,0.76,-1.7795271560316905e-05,50,457,457,457,1655.6867686810401,0.0,8.69949850454321,4503.257148563925,50,3234.1570226639124,2687.9332887989954,8.748511435992096,91600000,200,1.0833513442776166e-05,1655.6867686810401,0.76,457,4477.192253536757,4477.192253536757,8.748511435992096
458,431.99980119566465,2.6595581402943935e-05,0.0046134102158248425,0.0,2.4857234954833984,3057.9112876777335,3002.669331660419,0.0,0.72,0.0,431.99980119566465,3002.669331660419,10.391517941037831,1429.403331912096,3002.6693316604187,1429.403331912096,0.0,4513.028219355559,200,0.72,0.72,-4.104075560462661e-05,50,458,458,458,1585.3399286477586,0.0,10.391517941037831,4513.028219355559,50,3057.9112876777335,3002.6693316604187,5.96471133437732,91800000,200,-1.4445174201682676e-05,1585.3399286477586,0.72,458,4489.10009235513,4489.10009235513,5.96471133437732
459,450.21723174466985,2.108613080054056e-05,0.0041078124195337296,0.0,2.463939905166626,3188.1630816278303,3012.470232100906,0.0,0.68,0.0,450.21723174466985,3012.470232100906,9.863049258906468,1398.65780628683,3012.470232100906,1398.65780628683,0.0,4515.227225421953,200,0.68,0.785,-3.490825474727899e-05,50,459,459,459,1587.7789706111428,0.0,9.863049258906468,4515.227225421953,50,3188.1630816278303,3012.470232100906,4.990836473757585,92000000,200,-1.382212394673843e-05,1587.7789706111428,0.785,459,4484.87330233113,4484.87330233113,4.990836473757585
460,443.18013097389866,2.505386919438024e-05,0.004259329289197922,0.0,2.473726511001587,3176.909918696029,3064.2114948892863,0.0,0.74,0.0,443.18013097389866,3064.2114948892863,12.242614605368273,1462.3063558708354,3064.2114948892863,1462.3063558708354,0.0,4512.125531234009,200,0.74,0.75,-1.8046417608275078e-05,50,460,460,460,1488.4298152979748,0.0,12.242614605368273,4512.125531234009,50,3176.909918696029,3064.2114948892863,19.971960480993687,92200000,200,7.007451586105162e-06,1488.4298152979748,0.75,460,4459.260183558727,4459.260183558727,19.971960480993687
461,451.37351347118937,2.325005652892287e-05,0.004250055178999901,0.0,2.501750946044922,3214.81187340955,2919.358149187906,0.0,0.7,0.0,451.37351347118937,2919.358149187906,9.331966759150225,1251.4795505826141,2919.358149187906,1251.4795505826141,0.0,4508.7196362946,200,0.7,0.745,-5.953608251729747e-06,50,461,461,461,1718.1658040141203,0.0,9.331966759150225,4508.7196362946,50,3214.81187340955,2919.358149187906,13.032520753713007,92400000,200,1.729644827719312e-05,1718.1658040141203,0.745,461,4511.084007357014,4511.084007357014,13.032520753713007
462,441.71947565469105,2.2861778234073427e-05,0.004400311503559351,0.0,2.483980178833008,3115.402017508174,2638.2232902082474,0.0,0.62,0.0,441.71947565469105,2638.2232902082474,10.447663626700477,1490.3468146960872,2638.2232902082474,1490.3468146960872,0.0,4531.137603306516,200,0.62,0.73,-3.123259011772461e-05,50,462,462,462,1669.1758474216201,0.0,10.447663626700477,4531.137603306516,50,3115.402017508174,2638.2232902082474,6.9995362599679805,92600000,200,-8.370811883651186e-06,1669.1758474216201,0.73,462,4476.281598556143,4476.281598556143,6.9995362599679805
463,419.9937531054519,1.7619659047340974e-05,0.0037963869981467724,0.0,2.5071027278900146,2874.04753668108,2461.276119327278,0.0,0.56,0.0,419.9937531054519,2461.276119327278,8.902961956704795,1508.3470495275467,2461.276119327279,1508.3470495275467,0.0,4546.453233989221,200,0.56,0.695,-2.417789801256731e-06,50,463,463,463,1831.583077310351,0.0,8.902961956704795,4546.453233989221,50,2874.04753668108,2461.276119327279,5.6997776883889495,92800000,200,1.5201869246084243e-05,1831.583077310351,0.695,463,4487.173546654116,4487.173546654116,5.6997776883889495
464,413.09685074911175,1.6712131355234305e-05,0.0036513160448521376,0.0,2.5010836124420166,2866.864783650292,2312.2346018048843,0.0,0.52,0.0,413.09685074911175,2312.2346018048843,3.046610141426578,1545.0557418679484,2312.2346018048843,1545.0557418679484,0.0,4514.801349001299,200,0.52,0.705,-2.027676055149641e-05,50,464,464,464,1925.4843346279638,0.0,3.046610141426578,4514.801349001299,50,2866.864783650292,2312.2346018048843,7.082530518280733,93000000,200,-3.5646291962621035e-06,1925.4843346279638,0.705,464,4499.234395160029,4499.234395160029,7.082530518280733
465,449.68225945021516,2.3639038772671483e-05,0.004877597093582153,0.0,2.5197277069091797,3215.525616166161,2895.910695708357,0.0,0.74,0.0,449.68225945021516,2895.910695708357,9.314045773223048,1435.421328779589,2895.910695708357,1435.421328779589,0.0,4526.725161068539,200,0.74,0.775,-1.135558068199316e-05,50,465,465,465,1692.2518513576695,0.0,9.314045773223048,4526.725161068539,50,3215.525616166161,2895.910695708357,12.774194845393557,93200000,200,1.2283458090678323e-05,1692.2518513576695,0.775,465,4507.772449593802,4507.772449593802,12.774194845393557
466,442.0215397967831,2.955019590444863e-05,0.005472314544022083,0.0,2.5082528591156006,3134.1861803245615,2796.5765533320955,0.0,0.66,0.0,442.0215397967831,2796.5765533320955,13.920678179939706,1313.746007119804,2796.576553332096,1313.746007119804,0.0,4544.414598721246,200,0.66,0.745,-3.63237559213303e-05,50,466,466,466,1656.9458436192433,0.0,13.920678179939706,4544.414598721246,50,3134.1861803245615,2796.576553332096,12.547467835688309,93400000,200,-6.7735600168816745e-06,1656.9458436192433,0.745,466,4466.356850431796,4466.356850431796,12.547467835688309
467,435.6279639209593,2.4417413442279212e-05,0.004580295644700527,0.0,2.485313653945923,3068.4403043534085,2846.568830515226,0.0,0.7,0.0,435.6279639209593,2846.568830515226,13.692100507535233,1439.200333051315,2846.5688305152266,1439.200333051315,0.0,4535.013434300392,200,0.7,0.73,-3.960415779147297e-05,50,467,467,467,1680.7826496767889,0.0,13.692100507535233,4535.013434300392,50,3068.4403043534085,2846.5688305152266,21.30213146344655,93600000,200,-1.518674434919376e-05,1680.7826496767889,0.73,467,4514.727999492798,4514.727999492798,21.30213146344655
468,456.2394505884539,2.5088599613809492e-05,0.00464960653334856,0.0,2.4738099575042725,3246.2744294323884,3158.2001124972803,0.0,0.78,0.0,456.2394505884539,3158.2001124972803,12.21484200501808,1331.692546176044,3158.2001124972803,1331.692546176044,0.0,4548.4465736427965,200,0.78,0.765,-3.293974805274047e-05,50,468,468,468,1410.976135261777,0.0,12.21484200501808,4548.4465736427965,50,3246.2744294323884,3158.2001124972803,20.31101617549287,93800000,200,-7.851148438930977e-06,1410.976135261777,0.765,468,4487.373500815371,4487.373500815371,20.31101617549287
469,458.6015585132693,1.9568327843444422e-05,0.004269835539162159,0.0,2.4344427585601807,3228.6717985967384,2810.55174864915,0.0,0.72,0.0,458.6015585132693,2810.55174864915,7.665243286702309,1385.3222254753805,2810.5517486491503,1385.3222254753805,0.0,4491.62472715892,200,0.72,0.805,-4.4836684537585825e-05,50,469,469,469,1690.36214349729,0.0,7.665243286702309,4491.62472715892,50,3228.6717985967384,2810.5517486491503,15.918513002069368,94000000,200,-2.5268356694141403e-05,1690.36214349729,0.805,469,4462.914227755769,4462.914227755769,15.918513002069368
470,445.2282320022062,2.459705137880519e-05,0.004665404092520475,0.0,2.40509033203125,3140.201478758247,3020.088418647512,0.0,0.78,0.0,445.2282320022062,3020.088418647512,14.482819245533804,1354.3219935838526,3020.0884186475123,1354.3219935838526,0.0,4501.178085637338,200,0.78,0.725,-4.2708088585641235e-05,50,470,470,470,1639.7014232992724,0.0,14.482819245533804,4501.178085637338,50,3140.201478758247,3020.0884186475123,10.991023120651745,94200000,200,-1.8111037206836045e-05,1639.7014232992724,0.725,470,4509.986284236325,4509.986284236325,10.991023120651745
471,449.1812759643368,2.16537267192507e-05,0.004759061150252819,0.0,2.4330101013183594,3210.7074933666318,2774.975469842501,0.0,0.66,0.0,449.1812759643368,2774.975469842501,11.562956183514226,1462.9375458053246,2774.9754698425004,1462.9375458053246,0.0,4521.059288516944,200,0.66,0.8,6.90475360443088e-07,50,471,471,471,1699.0441526573377,0.0,11.562956183514226,4521.059288516944,50,3210.7074933666318,2774.9754698425004,9.375200452180472,94400000,200,2.2344202079693787e-05,1699.0441526573377,0.8,471,4498.380019394888,4498.380019394888,9.375200452180472
472,459.79494227352495,2.778383259283146e-05,0.00479182880371809,0.0,2.446042776107788,3206.8911448174936,2942.198113789432,0.0,0.76,0.0,459.79494227352495,2942.198113789432,7.938999809788829,1345.6438237445204,2942.198113789433,1345.6438237445204,0.0,4502.75994545413,200,0.76,0.76,-1.8556344002718106e-05,50,472,472,472,1666.383867798736,0.0,7.938999809788829,4502.75994545413,50,3206.8911448174936,2942.198113789433,6.054340006310475,94600000,200,9.227488590113353e-06,1666.383867798736,0.76,472,4458.268509985471,4458.268509985471,6.054340006310475
473,439.8471250788358,1.939558842423139e-05,0.0040937671437859535,0.0,2.467979669570923,3047.290499448362,3136.6952154553787,0.0,0.7,0.0,439.8471250788358,3136.6952154553787,11.303051953102791,1411.206336324134,3136.6952154553787,1411.206336324134,0.0,4534.24372648542,200,0.7,0.745,-4.948529749526642e-06,50,473,473,473,1691.2487238921658,0.0,11.303051953102791,4534.24372648542,50,3047.290499448362,3136.6952154553787,6.108263122090668,94800000,200,1.4447058674704749e-05,1691.2487238921658,0.745,473,4511.448346903868,4511.448346903868,6.108263122090668
474,454.5695169785166,3.3328254176012706e-05,0.005580728407949209,0.0,2.4768335819244385,3191.0925927827607,3153.0092081647285,0.0,0.72,0.0,454.5695169785166,3153.0092081647285,16.07452454417416,1419.5454662716381,3153.009208164729,1419.5454662716381,0.0,4512.403776721656,200,0.72,0.785,-2.6441013687872328e-05,50,474,474,474,1521.5738006880053,0.0,16.07452454417416,4512.403776721656,50,3191.0925927827607,3153.009208164729,22.486489616223015,95000000,200,6.887240488140378e-06,1521.5738006880053,0.785,474,4506.806054032631,4506.806054032631,22.486489616223015
475,440.0666618617397,2.13574203371536e-05,0.004382392391562462,0.0,2.4466552734375,3076.1231264971493,2976.2262648653827,0.0,0.68,0.0,440.0666618617397,2976.2262648653827,6.986414645595959,1415.8492058757515,2976.2262648653827,1415.8492058757515,0.0,4516.963781399719,200,0.68,0.74,-4.147738582105376e-05,50,475,475,475,1589.7277769957684,0.0,6.986414645595959,4516.963781399719,50,3076.1231264971493,2976.2262648653827,11.432856707882696,95200000,200,-2.011996548390016e-05,1589.7277769957684,0.74,475,4480.795982159347,4480.795982159347,11.432856707882696
476,469.3348329903721,2.2582264477932767e-05,0.0043901195749640465,0.0,2.4801998138427734,3329.9789374204947,2963.112334989984,0.0,0.72,0.0,469.3348329903721,2963.112334989984,10.010691919138324,1355.8840871317636,2963.1123349899835,1355.8840871317636,0.0,4513.258957348469,200,0.72,0.78,1.6863774590092362e-06,50,476,476,476,1704.902318265955,0.0,10.010691919138324,4513.258957348469,50,3329.9789374204947,2963.1123349899835,18.0022293415409,95400000,200,2.4268641936942004e-05,1704.902318265955,0.78,476,4494.09641795332,4494.09641795332,18.0022293415409
477,473.71058740230995,1.8227937289339025e-05,0.004098935984075069,0.0,2.4547102451324463,3331.5214137470507,3108.925390079975,0.0,0.78,0.0,473.71058740230995,3108.925390079975,12.481567405085853,1325.8969615996887,3108.9253900799745,1325.8969615996887,0.0,4508.262781290876,200,0.78,0.845,-3.347819438204169e-05,50,477,477,477,1574.8103347786457,0.0,12.481567405085853,4508.262781290876,50,3331.5214137470507,3108.9253900799745,14.054013188115931,95600000,200,-1.5250257092702668e-05,1574.8103347786457,0.845,477,4485.629729067124,4485.629729067124,14.054013188115931
478,459.30609134710585,3.189404196746182e-05,0.005356194451451302,0.0,2.427427291870117,3257.948673139368,3209.3238823859756,0.0,0.76,0.0,459.30609134710585,3209.3238823859756,12.869664231546363,1398.6712562073044,3209.3238823859765,1398.6712562073044,0.0,4508.594258353105,200,0.76,0.815,-5.255106225376949e-05,50,478,478,478,1507.363701619465,0.0,12.869664231546363,4508.594258353105,50,3257.948673139368,3209.3238823859765,14.086078510240675,95800000,200,-2.065702028630767e-05,1507.363701619465,0.815,478,4497.280069248705,4497.280069248705,14.086078510240675
479,446.1823237352187,2.702557685552165e-05,0.004776188172399998,0.0,2.406709671020508,3115.2062931247365,3123.822113978506,0.0,0.74,0.0,446.1823237352187,3123.822113978506,12.815563213824984,1414.2993440437099,3123.822113978506,1414.2993440437099,0.0,4523.838943973124,200,0.74,0.735,-4.125125997234136e-05,50,479,479,479,1543.623048581374,0.0,12.815563213824984,4523.838943973124,50,3115.2062931247365,3123.822113978506,17.25840269482595,96000000,200,-1.422568311681971e-05,1543.623048581374,0.735,479,4498.0820073355035,4498.0820073355035,17.25840269482595
480,446.58965648552635,2.6156893000006676e-05,0.004789949394762516,0.0,2.3870978355407715,3136.8165804407386,3468.3565987806596,0.0,0.86,0.0,446.58965648552635,3468.3565987806596,7.779549194259647,1370.0798433906953,3468.3565987806596,1370.0798433906953,0.0,4536.126089410798,200,0.86,0.735,-4.0147169784177095e-05,50,480,480,480,1297.3523144282515,0.0,7.779549194259647,4536.126089410798,50,3136.8165804407386,3468.3565987806596,32.59204932305819,96200000,200,-1.3990276784170419e-05,1297.3523144282515,0.735,480,4515.525218662652,4515.525218662652,32.59204932305819
481,461.71749478784864,1.560154851176776e-05,0.0042091673240065575,0.0,2.3663113117218018,3285.1596370619854,2626.79345751692,0.0,0.68,0.0,461.71749478784864,2626.79345751692,10.69862129338623,1451.7135875746592,2626.79345751692,1451.7135875746592,0.0,4525.374000653249,200,0.68,0.83,-2.7180087272427045e-05,50,481,481,481,1808.1533489136211,0.0,10.69862129338623,4525.374000653249,50,3285.1596370619854,2626.79345751692,9.074045346021089,96400000,200,-1.1578538760659285e-05,1808.1533489136211,0.83,481,4485.991714665253,4485.991714665253,9.074045346021089
482,456.9506219946184,2.0949680902049295e-05,0.00416617002338171,0.0,2.363412857055664,3197.607583109153,2389.6509451070856,0.0,0.6,0.0,456.9506219946184,2389.6509451070856,11.946649060846859,1329.0072383427414,2389.650945107086,1329.0072383427414,0.0,4531.788841020567,200,0.6,0.78,-2.2543805243913084e-05,50,482,482,482,1837.2072558394364,0.0,11.946649060846859,4531.788841020567,50,3197.607583109153,2389.650945107086,17.13946843364359,96600000,200,-1.5941243418637896e-06,1837.2072558394364,0.78,482,4463.230265745825,4463.230265745825,17.13946843364359
483,445.098443706021,2.0408731870702468e-05,0.004383928142488003,0.0,2.343475341796875,3067.7579337456746,3018.4331894025295,0.0,0.72,0.0,445.098443706021,3018.4331894025295,15.42591019853102,1454.1015577971934,3018.4331894025295,1454.1015577971934,0.0,4519.416484811463,200,0.72,0.72,-3.3654767321422696e-05,50,483,483,483,1564.1848097360407,0.0,15.42591019853102,4519.416484811463,50,3067.7579337456746,3018.4331894025295,12.440579647785604,96800000,200,-1.3246035450720228e-05,1564.1848097360407,0.72,483,4522.842849490451,4522.842849490451,12.440579647785604
484,438.63057391344483,1.6302976291626692e-05,0.00436276663094759,0.0,2.4131851196289062,3027.7718358704415,3010.9933214745042,0.0,0.7,0.0,438.63057391344483,3010.9933214745042,8.001122116338252,1473.7601999742847,3010.993321474503,1473.7601999742847,0.0,4495.101490446763,200,0.7,0.74,2.476531153661199e-05,50,484,484,484,1566.0308983074308,0.0,8.001122116338252,4495.101490446763,50,3027.7718358704415,3010.993321474503,9.549029903534423,97000000,200,4.106828782823868e-05,1566.0308983074308,0.74,484,4498.184431368653,4498.184431368653,9.549029903534423
485,450.73316895817385,2.2368393729266245e-05,0.004406684078276157,0.0,2.4211273193359375,3146.559372521825,2863.699738325022,0.0,0.64,0.0,450.73316895817385,2863.699738325022,7.860401679208544,1483.8008577040657,2863.699738325022,1483.8008577040657,0.0,4523.7220179027945,200,0.64,0.73,-1.7154858142021112e-05,50,485,485,485,1731.253736881482,0.0,7.860401679208544,4523.7220179027945,50,3146.559372521825,2863.699738325022,6.442478038297368,97200000,200,5.213535587245133e-06,1731.253736881482,0.73,485,4503.410984629699,4503.410984629699,6.442478038297368
486,448.209091742132,3.217434232283267e-05,0.00532598327845335,0.0,2.4171578884124756,3126.9865739964252,3045.6221862921734,0.0,0.74,0.0,448.209091742132,3045.6221862921734,11.005554330740429,1377.5985329327539,3045.622186292173,1377.5985329327539,0.0,4538.76314684574,200,0.74,0.755,-3.511123577482067e-05,50,486,486,486,1654.283308460848,0.0,11.005554330740429,4538.76314684574,50,3126.9865739964252,3045.622186292173,12.86544379383248,97400000,200,-2.9368934519879986e-06,1654.283308460848,0.755,486,4510.427659584035,4510.427659584035,12.86544379383248
487,437.1561624799418,2.829662298609037e-05,0.004925866611301899,0.0,2.4143102169036865,3018.4601729995643,2634.1151390442205,0.0,0.54,0.0,437.1561624799418,2634.1151390442205,9.808015863425176,1463.3010597780833,2634.1151390442205,1463.3010597780833,0.0,4545.446982116611,200,0.54,0.715,-3.027252751053311e-05,50,487,487,487,1820.8608695395392,0.0,9.808015863425176,4545.446982116611,50,3018.4601729995643,2634.1151390442205,8.692015083810404,97600000,200,-1.9759045244427398e-06,1820.8608695395392,0.715,487,4493.625985806124,4493.625985806124,8.692015083810404
488,464.6980915496214,2.6070241119668935e-05,0.00507750827819109,0.0,2.4196248054504395,3298.4748817890895,2878.0724127179187,0.0,0.74,0.0,464.6980915496214,2878.0724127179187,10.253092045860049,1445.5285512969087,2878.0724127179183,1445.5285512969087,0.0,4515.665797542842,200,0.74,0.77,-2.2549264031113125e-05,50,488,488,488,1742.235911256702,0.0,10.253092045860049,4515.665797542842,50,3298.4748817890895,2878.0724127179183,19.890583677010994,97800000,200,3.52097708855581e-06,1742.235911256702,0.77,488,4499.793548244757,4499.793548244757,19.890583677010994
489,448.2078447967482,2.5457703713982482e-05,0.0044464231468737125,0.0,2.4142589569091797,3090.209581754157,2556.23643175695,0.0,0.68,0.0,448.2078447967482,2556.23643175695,4.906399330527367,1391.998507456271,2556.23643175695,1391.998507456271,0.0,4544.316670531927,200,0.68,0.72,-2.8769029086106457e-05,50,489,489,489,1816.8111124722006,0.0,4.906399330527367,4544.316670531927,50,3090.209581754157,2556.23643175695,6.189434604059585,98000000,200,-3.3113253721239744e-06,1816.8111124722006,0.72,489,4519.227403549678,4519.227403549678,6.189434604059585
490,466.8847297531736,2.632767427712679e-05,0.00492532504722476,0.0,2.4376027584075928,3204.212385798095,2839.6154972838644,0.0,0.68,0.0,466.8847297531736,2839.6154972838644,9.465635378719313,1404.6510088765772,2839.615497283864,1404.6510088765772,0.0,4534.559852998104,200,0.68,0.79,-9.798528481042013e-06,50,490,490,490,1772.2744037267983,0.0,9.465635378719313,4534.559852998104,50,3204.212385798095,2839.615497283864,11.922314491013,98200000,200,1.6529145796084777e-05,1772.2744037267983,0.79,490,4485.320871248138,4485.320871248138,11.922314491013
