basketball-v2/Iteration,Average/AverageDiscountedReturn,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/KLAfter,basketball-v2/TerminationRate,GaussianMLPPolicy/Entropy,basketball-v2/AverageReturn,MetaTest/basketball-v2/AverageReturn,MetaTest/basketball-v2/TerminationRate,MetaTest/Average/SuccessRate,Average/TerminationRate,basketball-v2/AverageDiscountedReturn,MetaTest/Average/AverageReturn,Average/MinReturn,Average/StdReturn,MetaTest/basketball-v2/AverageDiscountedReturn,basketball-v2/StdReturn,GaussianMLPPolicy/KLBefore,basketball-v2/MaxReturn,Average/NumEpisodes,MetaTest/basketball-v2/SuccessRate,basketball-v2/SuccessRate,GaussianMLPPolicy/LossAfter,MetaTest/Average/NumEpisodes,Iteration,MetaTest/Average/Iteration,MetaTest/basketball-v2/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,basketball-v2/MinReturn,Average/MaxReturn,MetaTest/basketball-v2/NumEpisodes,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,TotalEnvSteps,basketball-v2/NumEpisodes,GaussianMLPPolicy/LossBefore,MetaTest/basketball-v2/StdReturn,Average/SuccessRate,Average/Iteration,MetaTest/basketball-v2/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/basketball-v2/MinReturn
801,592.6260636810965,3.10863288177643e-05,0.005429915618151426,0.0,0.32970237731933594,4112.954853689689,3998.2380418577172,0.0,0.88,0.0,592.6260636810965,3998.2380418577172,771.2488067363508,656.0065144037467,3998.2380418577177,656.0065144037467,0.0,4601.478603755829,200,0.88,0.89,-2.7008820325136185e-05,50,801,801,801,1091.1053703893238,0.0,771.2488067363508,4601.478603755829,50,4112.954853689689,3998.2380418577177,39.34210670989752,160400000,200,4.0775084926281124e-06,1091.1053703893238,0.89,801,4600.368677658718,4600.368677658718,39.34210670989752
802,575.9242851286685,3.0279344173322897e-05,0.004744174890220165,0.0,0.3401956558227539,3969.3817404623974,4214.1338914908,0.0,0.92,0.0,575.9242851286685,4214.1338914908,57.90986193121551,805.4061150783418,4214.133891490799,805.4061150783418,0.0,4608.805721006482,200,0.92,0.91,-2.3512355255661532e-05,50,802,802,802,683.1773618636053,0.0,57.90986193121551,4608.805721006482,50,3969.3817404623974,4214.133891490799,746.8895088243747,160600000,200,6.766988917661365e-06,683.1773618636053,0.91,802,4604.582625687835,4604.582625687835,746.8895088243747
803,595.9829534566859,4.5937114919070154e-05,0.005910323932766914,0.0,0.3551177978515625,4143.6777017612685,3848.4041824073815,0.0,0.84,0.0,595.9829534566859,3848.4041824073815,146.65403995499742,681.3462331790132,3848.4041824073815,681.3462331790132,0.0,4606.947760301853,200,0.84,0.945,-3.372126229805872e-05,50,803,803,803,1250.571041755881,0.0,146.65403995499742,4606.947760301853,50,4143.6777017612685,3848.4041824073815,12.355836491746874,160800000,200,1.2215852621011436e-05,1250.571041755881,0.945,803,4592.89050174515,4592.89050174515,12.355836491746874
804,604.2833846166462,3.739315502571117e-05,0.00565134035423398,0.0,0.4018735885620117,4188.311846120582,3896.3893333906744,0.0,0.84,0.0,604.2833846166462,3896.3893333906744,59.08100564972343,651.2096433715132,3896.389333390675,651.2096433715132,0.0,4605.075893078206,200,0.84,0.925,3.0835574307275238e-06,50,804,804,804,1169.2657972315812,0.0,59.08100564972343,4605.075893078206,50,4188.311846120582,3896.389333390675,41.41025135070143,161000000,200,4.047671245643869e-05,1169.2657972315812,0.925,804,4596.312092192828,4596.312092192828,41.41025135070143
805,592.7639973455666,4.4334678023005836e-05,0.005899201612919569,0.0,0.4166584014892578,4150.441728166207,4190.249210133885,0.0,0.9,0.0,592.7639973455666,4190.249210133885,497.7320997840323,651.1626028521807,4190.249210133886,651.1626028521807,0.0,4613.467061610291,200,0.9,0.885,-3.320819087093696e-05,50,805,805,805,614.5964218915776,0.0,497.7320997840323,4613.467061610291,50,4150.441728166207,4190.249210133886,2072.808992037352,161200000,200,1.1126487152068876e-05,614.5964218915776,0.885,805,4590.597420524875,4590.597420524875,2072.808992037352
806,583.7245757911651,2.1467963961185887e-05,0.004398261196911335,0.0,0.3782496452331543,4036.6796654719756,4177.935178942814,0.0,0.88,0.0,583.7245757911651,4177.935178942814,169.66144695443205,749.0539597072706,4177.935178942815,749.0539597072706,0.0,4605.700490277728,200,0.88,0.89,-4.580261156661436e-05,50,806,806,806,748.0256915962096,0.0,169.66144695443205,4605.700490277728,50,4036.6796654719756,4177.935178942815,335.8416768660243,161400000,200,-2.4334647605428472e-05,748.0256915962096,0.89,806,4606.945632988072,4606.945632988072,335.8416768660243
807,616.9015331585188,2.7680071525537642e-05,0.004717921372503042,0.0,0.41304534673690796,4261.63139341958,3825.9541838540663,0.0,0.8,0.0,616.9015331585188,3825.9541838540663,143.78628733077034,617.7288013001046,3825.9541838540663,617.7288013001046,0.0,4607.466685039614,200,0.8,0.955,-2.577610302978428e-06,50,807,807,807,1206.7923978182848,0.0,143.78628733077034,4607.466685039614,50,4261.63139341958,3825.9541838540663,25.22098887958076,161600000,200,2.5102461222559214e-05,1206.7923978182848,0.955,807,4606.8219142599655,4606.8219142599655,25.22098887958076
808,584.2795403712539,2.6629872991179582e-05,0.004825124051421881,0.0,0.41147661209106445,4021.0126380602155,4011.2385657177038,0.0,0.86,0.0,584.2795403712539,4011.2385657177038,44.83375869362389,710.5301295656371,4011.2385657177047,710.5301295656371,0.0,4604.968007331565,200,0.86,0.89,-2.7654343284666538e-05,50,808,808,808,859.0733174356671,0.0,44.83375869362389,4604.968007331565,50,4021.0126380602155,4011.2385657177047,548.3437184516799,161800000,200,-1.0244702934869565e-06,859.0733174356671,0.89,808,4597.09597038402,4597.09597038402,548.3437184516799
809,590.7415045736511,5.094131711302907e-05,0.006837739609181881,0.0,0.4153847396373749,4074.0521315189403,4026.601266906226,0.0,0.88,0.0,590.7415045736511,4026.601266906226,55.98902321018963,786.028636143805,4026.6012669062266,786.028636143805,0.0,4610.170256602196,200,0.88,0.905,-4.7240278945537284e-05,50,809,809,809,955.2435791961434,0.0,55.98902321018963,4610.170256602196,50,4074.0521315189403,4026.6012669062266,14.699599111400072,162000000,200,3.701038167491788e-06,955.2435791961434,0.905,809,4594.53218709244,4594.53218709244,14.699599111400072
810,603.3237019339001,3.7675818020943552e-06,0.0021691941656172276,0.0,0.46785593032836914,4205.80325470345,4128.985719388737,0.0,0.92,0.0,603.3237019339001,4128.985719388737,3048.9903025010367,540.9819900725068,4128.985719388737,540.9819900725068,0.0,4608.04345210742,200,0.92,0.94,3.1942759960656986e-05,50,810,810,810,787.1594886369382,0.0,3048.9903025010367,4608.04345210742,50,4205.80325470345,4128.985719388737,43.898882110973105,162200000,200,3.571034176275134e-05,787.1594886369382,0.94,810,4602.48031676884,4602.48031676884,43.898882110973105
811,596.7292430756619,4.3114386244269554e-05,0.006099040620028973,0.0,0.4505276679992676,4119.129140151452,3756.507597311371,0.0,0.9,0.0,596.7292430756619,3756.507597311371,41.359992938611754,609.7729831574915,3756.507597311371,609.7729831574915,0.0,4608.920226083053,200,0.9,0.93,-5.714649523724802e-05,50,811,811,811,1302.7749288039079,0.0,41.359992938611754,4608.920226083053,50,4119.129140151452,3756.507597311371,13.351544221762357,162400000,200,-1.4032108992978465e-05,1302.7749288039079,0.93,811,4592.745744885343,4592.745744885343,13.351544221762357
812,592.4593423470824,1.2278310350666288e-05,0.0036277049221098423,0.0,0.461667537689209,4107.955552031813,3922.1874156207814,0.0,0.84,0.0,592.4593423470824,3922.1874156207814,1959.3648034619098,598.8622364712675,3922.187415620782,598.8622364712675,0.0,4606.7064432023835,200,0.84,0.89,-7.30744704924291e-06,50,812,812,812,1118.382900003792,0.0,1959.3648034619098,4606.7064432023835,50,4107.955552031813,3922.187415620782,32.360358634812165,162600000,200,4.970863301423378e-06,1118.382900003792,0.89,812,4595.111125003928,4595.111125003928,32.360358634812165
813,592.9524822803977,4.3654268665704876e-05,0.005285991355776787,0.0,0.4710678458213806,4117.65144584873,4157.79949988919,0.0,0.92,0.0,592.9524822803977,4157.79949988919,38.607032232900735,637.5858275826296,4157.79949988919,637.5858275826296,0.0,4599.531167870307,200,0.92,0.935,-3.505395943648182e-05,50,813,813,813,778.7543586049477,0.0,38.607032232900735,4599.531167870307,50,4117.65144584873,4157.79949988919,48.259522513665466,162800000,200,8.600309229223058e-06,778.7543586049477,0.935,813,4599.999784026537,4599.999784026537,48.259522513665466
814,599.495144352204,3.083500268985517e-05,0.004429026041179895,0.0,0.4554715156555176,4157.78765801113,3823.1091792558223,0.0,0.84,0.0,599.495144352204,3823.1091792558223,916.1209291607661,585.2714913151483,3823.1091792558213,585.2714913151483,0.0,4607.883216600836,200,0.84,0.935,-5.14226958330255e-05,50,814,814,814,1259.3962869759882,0.0,916.1209291607661,4607.883216600836,50,4157.78765801113,3823.1091792558213,16.72931917850304,163000000,200,-2.0587693143170327e-05,1259.3962869759882,0.935,814,4605.005381668943,4605.005381668943,16.72931917850304
815,590.5922703501074,3.986651131526742e-05,0.005469505675137043,0.0,0.4496884346008301,4084.546981783074,3907.3696006122086,0.0,0.84,0.0,590.5922703501074,3907.3696006122086,446.0646598602843,687.4231040359174,3907.36960061221,687.4231040359174,0.0,4607.816229180327,200,0.84,0.875,-4.2569099605316296e-05,50,815,815,815,1134.7254852569495,0.0,446.0646598602843,4607.816229180327,50,4084.546981783074,3907.36960061221,14.12259436286825,163200000,200,-2.7025882900488796e-06,1134.7254852569495,0.875,815,4604.315277519137,4604.315277519137,14.12259436286825
816,593.837919602659,1.737123193379375e-05,0.003592307912185788,0.0,0.48296743631362915,4088.1894666648127,3851.322209359353,0.0,0.92,0.0,593.837919602659,3851.322209359353,16.355215018202447,705.5741405763591,3851.322209359354,705.5741405763591,0.0,4608.515786900405,200,0.92,0.925,3.847494099318283e-06,50,816,816,816,1250.860273622181,0.0,16.355215018202447,4608.515786900405,50,4088.1894666648127,3851.322209359354,23.023816048075098,163400000,200,2.1218726033112034e-05,1250.860273622181,0.925,816,4600.617781311021,4600.617781311021,23.023816048075098
817,582.4470738523117,3.663120332930703e-05,0.004939747042953968,0.0,0.4679875373840332,4039.944011990522,3704.366472166753,0.0,0.84,0.0,582.4470738523117,3704.366472166753,41.24836485038931,844.9081021625288,3704.3664721667524,844.9081021625288,0.0,4611.288269197588,200,0.84,0.88,-4.541943417279981e-05,50,817,817,817,1392.4545520607971,0.0,41.24836485038931,4611.288269197588,50,4039.944011990522,3704.3664721667524,13.63976189735909,163600000,200,-8.788230843492784e-06,1392.4545520607971,0.88,817,4601.628318088607,4601.628318088607,13.63976189735909
818,583.3554964201589,4.340385567047633e-05,0.005561075638979673,0.0,0.4802522361278534,4040.9347399506923,4102.23452804617,0.0,0.92,0.0,583.3554964201589,4102.23452804617,23.485071049459556,715.6705568862485,4102.234528046171,715.6705568862485,0.0,4606.114658048498,200,0.92,0.885,-3.4923443308798596e-05,50,818,818,818,907.904597329753,0.0,23.485071049459556,4606.114658048498,50,4040.9347399506923,4102.234528046171,353.83566520635895,163800000,200,8.480412361677736e-06,907.904597329753,0.885,818,4599.520821390049,4599.520821390049,353.83566520635895
819,593.4444124965398,2.9886403353884816e-05,0.005736689083278179,0.0,0.41684484481811523,4118.6068391133285,3593.6165874667126,0.0,0.82,0.0,593.4444124965398,3593.6165874667126,532.760331348437,649.3238959695947,3593.6165874667126,649.3238959695947,0.0,4605.481956481984,200,0.82,0.93,-7.451307465089485e-05,50,819,819,819,1575.9014269190332,0.0,532.760331348437,4605.481956481984,50,4118.6068391133285,3593.6165874667126,11.293915299588074,164000000,200,-4.4626671297010034e-05,1575.9014269190332,0.93,819,4591.458891259302,4591.458891259302,11.293915299588074
820,563.6383298953983,2.627054595905065e-05,0.004804593976587057,0.0,0.45457789301872253,3869.8328598342846,3803.236497447714,0.0,0.9,0.0,563.6383298953983,3803.236497447714,16.969173862507912,843.5673122218808,3803.2364974477136,843.5673122218808,0.0,4604.032967398165,200,0.9,0.785,-1.3316155218490167e-06,50,820,820,820,1241.4968194829944,0.0,16.969173862507912,4604.032967398165,50,3869.8328598342846,3803.2364974477136,8.259150216437279,164200000,200,2.4938930437201634e-05,1241.4968194829944,0.785,820,4590.641504249783,4590.641504249783,8.259150216437279
821,615.1595216240996,1.5671133951400407e-05,0.00414546113461256,0.0,0.43300724029541016,4294.461093379771,3925.5427067233227,0.0,0.86,0.0,615.1595216240996,3925.5427067233227,15.914078244915942,585.6122143883672,3925.542706723323,585.6122143883672,0.0,4604.803720062909,200,0.86,0.97,-3.0555187549907714e-05,50,821,821,821,1070.35483913998,0.0,15.914078244915942,4604.803720062909,50,4294.461093379771,3925.542706723323,26.627097829453195,164400000,200,-1.4884053598507307e-05,1070.35483913998,0.97,821,4596.835867408663,4596.835867408663,26.627097829453195
822,593.2462358100398,4.206292942399159e-05,0.005644525401294231,0.0,0.43404385447502136,4105.139447182168,3858.2574705280026,0.0,0.82,0.0,593.2462358100398,3858.2574705280026,14.352522382407447,738.4713345479947,3858.2574705280012,738.4713345479947,0.0,4609.163709443501,200,0.82,0.915,-4.0641687519382685e-05,50,822,822,822,1239.678788502151,0.0,14.352522382407447,4609.163709443501,50,4105.139447182168,3858.2574705280012,9.113240535313345,164600000,200,1.4212419046089053e-06,1239.678788502151,0.915,822,4610.4186471047315,4610.4186471047315,9.113240535313345
823,588.4100017674109,4.033393179270206e-05,0.005444686859846115,0.0,0.47841307520866394,4082.744321290959,4032.7756671196466,0.0,0.86,0.0,588.4100017674109,4032.7756671196466,13.269714402368642,765.9574184858308,4032.775667119646,765.9574184858308,0.0,4602.620429489887,200,0.86,0.92,-5.937111382081639e-06,50,823,823,823,1064.3864562023793,0.0,13.269714402368642,4602.620429489887,50,4082.744321290959,4032.775667119646,35.44379653725218,164800000,200,3.439682041062042e-05,1064.3864562023793,0.92,823,4607.372638842316,4607.372638842316,35.44379653725218
824,583.0494581713646,3.11631247313926e-05,0.005366642959415913,0.0,0.45007413625717163,4040.679483640535,3804.996500037519,0.0,0.88,0.0,583.0494581713646,3804.996500037519,21.91631901662243,711.9602699556968,3804.9965000375196,711.9602699556968,0.0,4596.952112493867,200,0.88,0.915,-5.310269261826761e-05,50,824,824,824,1343.4422674879936,0.0,21.91631901662243,4596.952112493867,50,4040.679483640535,3804.9965000375196,20.371457045388564,165000000,200,-2.193956788687501e-05,1343.4422674879936,0.915,824,4602.400211137456,4602.400211137456,20.371457045388564
825,584.2914601924101,3.673534229164943e-05,0.00547940144315362,0.0,0.42372316122055054,4025.663263779754,4097.072197440152,0.0,0.9,0.0,584.2914601924101,4097.072197440152,64.31933662082324,728.6691026628906,4097.072197440153,728.6691026628906,0.0,4605.958738474021,200,0.9,0.88,-5.621432137559168e-05,50,825,825,825,806.8141788540674,0.0,64.31933662082324,4605.958738474021,50,4025.663263779754,4097.072197440153,428.0026883959039,165200000,200,-1.947897908394225e-05,806.8141788540674,0.88,825,4597.65872670516,4597.65872670516,428.0026883959039
826,588.2785284228646,3.196442503394792e-05,0.005415542516857386,0.0,0.47567278146743774,4089.9137769284175,4142.9825628817125,0.0,0.86,0.0,588.2785284228646,4142.9825628817125,10.914813644028353,861.163662167981,4142.9825628817125,861.163662167981,0.0,4608.984621936308,200,0.86,0.905,1.1695406101353001e-05,50,826,826,826,780.5357699453027,0.0,10.914813644028353,4608.984621936308,50,4089.9137769284175,4142.9825628817125,19.153077658672725,165400000,200,4.365983113530092e-05,780.5357699453027,0.905,826,4602.415484752323,4602.415484752323,19.153077658672725
827,592.3123997973205,3.949016627302626e-05,0.005441439803689718,0.0,0.4531387984752655,4116.094314901711,4161.238804714264,0.0,0.96,0.0,592.3123997973205,4161.238804714264,14.89106397754936,737.5946369457957,4161.238804714264,737.5946369457957,0.0,4609.972320919457,200,0.96,0.905,-5.460607280838303e-05,50,827,827,827,835.8336750409975,0.0,14.89106397754936,4609.972320919457,50,4116.094314901711,4161.238804714264,548.9056347792203,165600000,200,-1.5115906535356771e-05,835.8336750409975,0.905,827,4608.773812886531,4608.773812886531,548.9056347792203
828,579.8435716939151,6.20782157056965e-05,0.0061433641240000725,0.0,0.47412627935409546,4025.684031507931,4214.635369850553,0.0,0.94,0.0,579.8435716939151,4214.635369850553,23.653891548588113,683.0803546648257,4214.635369850553,683.0803546648257,0.0,4609.234389810888,200,0.94,0.88,-4.00000972149428e-05,50,828,828,828,533.4500025686824,0.0,23.653891548588113,4609.234389810888,50,4025.684031507931,4214.635369850553,3174.4149062386846,165800000,200,2.2078118490753695e-05,533.4500025686824,0.88,828,4594.32845521558,4594.32845521558,3174.4149062386846
829,596.2274395789893,1.905662429635413e-05,0.0038933814503252506,0.0,0.5323891639709473,4112.656372958595,3986.6525593379156,0.0,0.86,0.0,596.2274395789893,3986.6525593379156,45.13541675272958,869.5082180098632,3986.6525593379156,869.5082180098632,0.0,4608.08335991433,200,0.86,0.955,1.9025141227757558e-05,50,829,829,829,966.745028356067,0.0,45.13541675272958,4608.08335991433,50,4112.656372958595,3986.6525593379156,67.0858510494682,166000000,200,3.808176552411169e-05,966.745028356067,0.955,829,4600.354621347615,4600.354621347615,67.0858510494682
830,600.4355358540614,4.226704913889989e-05,0.005968959536403418,0.0,0.555823802947998,4122.568308648942,4103.454747321841,0.0,0.9,0.0,600.4355358540614,4103.454747321841,267.4250054896896,706.214365477023,4103.454747321842,706.214365477023,0.0,4613.332112090481,200,0.9,0.96,-2.3014770704321563e-05,50,830,830,830,942.0707228248591,0.0,267.4250054896896,4613.332112090481,50,4122.568308648942,4103.454747321842,14.495399898652964,166200000,200,1.925227843457833e-05,942.0707228248591,0.96,830,4597.307909901016,4597.307909901016,14.495399898652964
831,579.5140891453678,3.418955310507954e-05,0.005097301211208105,0.0,0.5578327775001526,4001.918133142953,4093.4200551550284,0.0,0.96,0.0,579.5140891453678,4093.4200551550284,148.96591174504488,735.2953498658661,4093.4200551550275,735.2953498658661,0.0,4602.854316765829,200,0.96,0.9,-3.3376541978213936e-05,50,831,831,831,916.7123311615123,0.0,148.96591174504488,4602.854316765829,50,4001.918133142953,4093.4200551550275,348.5943463352839,166400000,200,8.130111268656037e-07,916.7123311615123,0.9,831,4595.729395012564,4595.729395012564,348.5943463352839
832,588.3487803079274,2.0390213876453345e-05,0.0053382860496640205,0.0,0.5955809950828552,4087.916176488118,4287.6654344606495,0.0,0.92,0.0,588.3487803079274,4287.6654344606495,42.81225521105336,720.7370306140143,4287.6654344606495,720.7370306140143,0.0,4610.991180770516,200,0.92,0.905,3.4834527014027117e-06,50,832,832,832,483.8468290424461,0.0,42.81225521105336,4610.991180770516,50,4087.916176488118,4287.6654344606495,3134.340745972573,166600000,200,2.3873666577856056e-05,483.8468290424461,0.905,832,4600.42733695978,4600.42733695978,3134.340745972573
833,582.658525225987,1.2167780369054526e-05,0.003843836020678282,0.0,0.5425891280174255,4048.043382104324,4089.5973914276956,0.0,0.88,0.0,582.658525225987,4089.5973914276956,46.34836236225972,662.1242052660722,4089.5973914276956,662.1242052660722,0.0,4607.3567223675955,200,0.88,0.925,-4.568388976622373e-05,50,833,833,833,940.0139921184771,0.0,46.34836236225972,4607.3567223675955,50,4048.043382104324,4089.5973914276956,12.75014653481279,166800000,200,-3.35161093971692e-05,940.0139921184771,0.925,833,4598.532055097196,4598.532055097196,12.75014653481279
834,599.1731909710451,1.7487650438852143e-05,0.004406419117003679,0.0,0.5581908822059631,4133.202864814204,3823.593998708588,0.0,0.86,0.0,599.1731909710451,3823.593998708588,437.2224196099106,647.7716341734154,3823.593998708588,647.7716341734154,0.0,4612.591531225712,200,0.86,0.9,-7.149889825086575e-06,50,834,834,834,1237.4463260993025,0.0,437.2224196099106,4612.591531225712,50,4133.202864814204,3823.593998708588,10.574748325957401,167000000,200,1.0337760613765568e-05,1237.4463260993025,0.9,834,4595.844963784344,4595.844963784344,10.574748325957401
835,587.5636787991523,1.8921330593002494e-05,0.003995413891971111,0.0,0.5444125533103943,4075.622394760733,4179.843780007123,0.0,0.92,0.0,587.5636787991523,4179.843780007123,665.0008360734756,613.9902355001865,4179.843780007123,613.9902355001865,0.0,4609.213648070421,200,0.92,0.925,-2.7005215088138357e-05,50,835,835,835,777.5353937650467,0.0,665.0008360734756,4609.213648070421,50,4075.622394760733,4179.843780007123,19.88840056283832,167200000,200,-8.083884495135862e-06,777.5353937650467,0.925,835,4599.048488272722,4599.048488272722,19.88840056283832
836,598.2043761712861,2.4470442440360785e-05,0.004520040936768055,0.0,0.5536565780639648,4116.978120576352,4147.615817952359,0.0,0.94,0.0,598.2043761712861,4147.615817952359,17.259537547069783,748.5757387741744,4147.61581795236,748.5757387741744,0.0,4612.997247616879,200,0.94,0.95,-1.8471580915502273e-05,50,836,836,836,786.5314723238539,0.0,17.259537547069783,4612.997247616879,50,4116.978120576352,4147.61581795236,247.64526851106965,167400000,200,5.998861524858512e-06,786.5314723238539,0.95,836,4593.1095365057245,4593.1095365057245,247.64526851106965
837,582.0707095688991,2.71919652732322e-05,0.004505985416471958,0.0,0.5253868103027344,4033.968491409642,4064.7669773344965,0.0,0.9,0.0,582.0707095688991,4064.7669773344965,14.433891776082058,806.5293428035305,4064.7669773344965,806.5293428035305,0.0,4609.028235423331,200,0.9,0.895,-4.380840255180374e-05,50,837,837,837,973.4152011486573,0.0,14.433891776082058,4609.028235423331,50,4033.968491409642,4064.7669773344965,10.525533319136718,167600000,200,-1.661643727857154e-05,973.4152011486573,0.895,837,4601.6765431220865,4601.6765431220865,10.525533319136718
838,596.4785174481038,2.5729505068738945e-05,0.004465909209102392,0.0,0.5534281730651855,4127.546229454321,3755.379196684511,0.0,0.84,0.0,596.4785174481038,3755.379196684511,25.72355670261782,748.682482099926,3755.379196684511,748.682482099926,0.0,4614.9533936258595,200,0.84,0.91,-4.438235919224098e-06,50,838,838,838,1273.955885921811,0.0,25.72355670261782,4614.9533936258595,50,4127.546229454321,3755.379196684511,27.740425015194408,167800000,200,2.1291269149514847e-05,1273.955885921811,0.91,838,4606.056428188558,4606.056428188558,27.740425015194408
839,594.0910716007844,3.2532431760046165e-05,0.004890118259936571,0.0,0.5732699036598206,4075.824128699373,3709.7408772857216,0.0,0.84,0.0,594.0910716007844,3709.7408772857216,385.83787391679704,737.9302626950591,3709.7408772857225,737.9302626950591,0.0,4611.38542224921,200,0.84,0.93,-1.9671271729748696e-05,50,839,839,839,1397.1259144972555,0.0,385.83787391679704,4611.38542224921,50,4075.824128699373,3709.7408772857225,21.848301876474203,168000000,200,1.286116003029747e-05,1397.1259144972555,0.93,839,4598.325458004575,4598.325458004575,21.848301876474203
840,605.6713458440668,3.012833167304052e-05,0.0045224628411233425,0.0,0.5671815872192383,4180.025810531918,4075.3437081310985,0.0,0.84,0.0,605.6713458440668,4075.3437081310985,351.74062909394,753.7781309276021,4075.343708131099,753.7781309276021,0.0,4609.447033239437,200,0.84,0.945,-3.463656685198657e-05,50,840,840,840,825.4063937117941,0.0,351.74062909394,4609.447033239437,50,4180.025810531918,4075.343708131099,13.026765044390329,168200000,200,-4.508235178946052e-06,825.4063937117941,0.945,840,4597.99425900426,4597.99425900426,13.026765044390329
841,571.2611118750921,3.437601344558061e-05,0.004579152446240187,0.0,0.5606136918067932,3929.948478175317,4167.131170759348,0.0,0.9,0.0,571.2611118750921,4167.131170759348,267.4862937416525,799.9657147948204,4167.131170759348,799.9657147948204,0.0,4610.739271370778,200,0.9,0.89,-3.941961040254682e-05,50,841,841,841,733.7581438375989,0.0,267.4862937416525,4610.739271370778,50,3929.948478175317,4167.131170759348,279.06024809013314,168400000,200,-5.043596956966212e-06,733.7581438375989,0.89,841,4600.549021992767,4600.549021992767,279.06024809013314
842,603.6514507839443,3.1214893169817515e-05,0.005141980946063995,0.0,0.5417532324790955,4159.0601166673205,4106.094311010061,0.0,0.9,0.0,603.6514507839443,4106.094311010061,124.49162198225861,714.9250054289336,4106.094311010061,714.9250054289336,0.0,4609.298912441261,200,0.9,0.94,-4.263124355929904e-05,50,842,842,842,621.3073526792238,0.0,124.49162198225861,4609.298912441261,50,4159.0601166673205,4106.094311010061,2857.9381396931667,168600000,200,-1.1416350389481522e-05,621.3073526792238,0.94,842,4594.616897290047,4594.616897290047,2857.9381396931667
843,583.9019461468395,2.3680669983150437e-05,0.005134345032274723,0.0,0.46090078353881836,4045.1540523156887,4127.601694854355,0.0,0.92,0.0,583.9019461468395,4127.601694854355,34.478288278412364,645.8046674290924,4127.601694854356,645.8046674290924,0.0,4603.046022427867,200,0.92,0.885,-7.682017894694582e-05,50,843,843,843,746.7042730367132,0.0,34.478288278412364,4603.046022427867,50,4045.1540523156887,4127.601694854356,731.7858971267784,168800000,200,-5.313950896379538e-05,746.7042730367132,0.885,843,4608.899026885598,4608.899026885598,731.7858971267784
844,596.9468011092316,2.4551802198402584e-05,0.004798456095159054,0.0,0.45669180154800415,4112.497981590981,4118.905234637343,0.0,0.88,0.0,596.9468011092316,4118.905234637343,12.929195600839687,877.8274666782547,4118.905234637343,877.8274666782547,0.0,4610.7184600229975,200,0.88,0.94,-2.8442500479286537e-05,50,844,844,844,815.7758825349479,0.0,12.929195600839687,4610.7184600229975,50,4112.497981590981,4118.905234637343,17.697001652483284,169000000,200,-3.890698280883953e-06,815.7758825349479,0.94,844,4593.592246427837,4593.592246427837,17.697001652483284
845,605.8070814505095,2.9230646759970114e-05,0.0048034219071269035,0.0,0.4782733917236328,4206.885258884135,4150.685223134024,0.0,0.9,0.0,605.8070814505095,4150.685223134024,33.180207013138514,637.2945352065065,4150.6852231340235,637.2945352065065,0.0,4612.156624057859,200,0.9,0.95,-1.6298514310619794e-05,50,845,845,845,665.9878231321858,0.0,33.180207013138514,4612.156624057859,50,4206.885258884135,4150.6852231340235,1480.8437241308714,169200000,200,1.293213244935032e-05,665.9878231321858,0.95,845,4598.793818020231,4598.793818020231,1480.8437241308714
846,585.407124021493,1.46873439916817e-05,0.0032544578425586224,0.0,0.5023036003112793,4009.096463643272,4124.721119232372,0.0,0.92,0.0,585.407124021493,4124.721119232372,1045.1991370693295,608.8792043584299,4124.721119232373,608.8792043584299,0.0,4609.962940855354,200,0.92,0.905,-3.5875405046681408e-06,50,846,846,846,857.9258174091058,0.0,1045.1991370693295,4609.962940855354,50,4009.096463643272,4124.721119232373,563.1301759023105,169400000,200,1.109980348701356e-05,857.9258174091058,0.905,846,4604.679111037614,4604.679111037614,563.1301759023105
847,595.646065772202,2.7415981094236486e-05,0.004411519505083561,0.0,0.5019726753234863,4124.307431649189,3996.6931492566328,0.0,0.94,0.0,595.646065772202,3996.6931492566328,13.419522848529986,814.8201378127767,3996.6931492566328,814.8201378127767,0.0,4608.586942108597,200,0.94,0.94,-2.7921891160076484e-05,50,847,847,847,1044.470874014511,0.0,13.419522848529986,4608.586942108597,50,4124.307431649189,3996.6931492566328,38.4979538686715,169600000,200,-5.059100658399984e-07,1044.470874014511,0.94,847,4597.066114162508,4597.066114162508,38.4979538686715
848,590.9408522642125,5.832741408084985e-06,0.00310820946469903,0.0,0.48249244689941406,4109.66874231632,4153.144105750929,0.0,0.9,0.0,590.9408522642125,4153.144105750929,2887.9575935043536,602.482978751798,4153.144105750931,602.482978751798,0.0,4606.356646236081,200,0.9,0.86,-1.383632934448542e-05,50,848,848,848,950.3180941898048,0.0,2887.9575935043536,4606.356646236081,50,4109.66874231632,4153.144105750931,17.175719663919818,169800000,200,-8.003587936400436e-06,950.3180941898048,0.86,848,4596.045480692186,4596.045480692186,17.175719663919818
