basketball-v2/Iteration,Average/Iteration,MetaTest/Average/Iteration,Average/SuccessRate,GaussianMLPPolicy/dLoss,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/Average/NumEpisodes,basketball-v2/MaxReturn,MetaTest/basketball-v2/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,basketball-v2/MinReturn,basketball-v2/TerminationRate,MetaTest/basketball-v2/MinReturn,MetaTest/basketball-v2/TerminationRate,MetaTest/basketball-v2/NumEpisodes,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,GaussianMLPPolicy/KLBefore,MetaTest/basketball-v2/StdReturn,Average/MaxReturn,Average/StdReturn,MetaTest/Average/AverageReturn,Iteration,basketball-v2/AverageReturn,basketball-v2/NumEpisodes,Average/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,MetaTest/basketball-v2/MaxReturn,Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/basketball-v2/SuccessRate,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/LossAfter,MetaTest/basketball-v2/Iteration,basketball-v2/SuccessRate,Average/NumEpisodes,GaussianMLPPolicy/Entropy,MetaTest/Average/TerminationRate,basketball-v2/AverageDiscountedReturn,basketball-v2/StdReturn,MetaTest/basketball-v2/AverageDiscountedReturn,Average/MinReturn
990,990,990,0.875,5.01347062709101e-06,795.884015902376,198200000,50,4608.926665538003,4205.581846538057,4608.047753783227,0.88,2389.9362622850213,0.0,25.14242757966481,0.0,50,4092.893978481474,4205.581846538057,0.0,795.884015902376,4608.926665538003,589.7987247711593,4205.581846538057,990,4092.893978481474,200,593.2800512128997,0.002861031563952565,4608.047753783227,0.0,25.14242757966481,0.88,7.962379640957806e-06,2.948909013866796e-06,990,0.875,200,-0.4330110549926758,0.0,593.2800512128997,589.7987247711593,4205.581846538057,2389.9362622850213
991,991,991,0.855,3.398695753276115e-05,719.5265476584997,198400000,50,4612.838391145898,4257.708543664415,4610.057253440581,0.9,67.32469116413994,0.0,559.0293144456293,0.0,50,4130.436244243682,4257.708543664415,0.0,719.5265476584997,4612.838391145898,750.9072933070748,4257.708543664415,991,4130.436244243682,200,602.1432196851048,0.004768919199705124,4610.057253440581,0.0,559.0293144456293,0.9,-6.149865839688573e-06,-4.0136823372449726e-05,991,0.855,200,-0.4413343071937561,0.0,602.1432196851048,750.9072933070748,4257.708543664415,67.32469116413994
992,992,992,0.875,3.74597184418235e-05,521.6013368010731,198600000,50,4613.21400648874,4275.809881368794,4606.8263180250615,0.88,44.75944505901908,0.0,3185.839554908944,0.0,50,4195.227854118347,4275.809881368794,0.0,521.6013368010731,4613.21400648874,626.713756150304,4275.809881368794,992,4195.227854118347,200,606.2022470159038,0.005347690545022488,4606.8263180250615,0.0,3185.839554908944,0.88,2.7541904273675755e-05,-9.917814168147743e-06,992,0.875,200,-0.40873247385025024,0.0,606.2022470159038,626.713756150304,4275.809881368794,44.75944505901908
993,993,993,0.885,2.236528234789148e-05,558.8229157671888,198800000,50,4610.664156845336,4259.162446012066,4609.217203479902,0.84,29.731583513123297,0.0,3144.085025207849,0.0,50,4186.768451324702,4259.162446012066,0.0,558.8229157671888,4610.664156845336,640.6112823399749,4259.162446012066,993,4186.768451324702,200,605.5551610131602,0.005195306614041328,4609.217203479902,0.0,3144.085025207849,0.84,-3.601416028686799e-05,-5.837944263475947e-05,993,0.885,200,-0.4607228934764862,0.0,605.5551610131602,640.6112823399749,4259.162446012066,29.731583513123297
994,994,994,0.885,1.2145496839366388e-05,546.821787775726,199000000,50,4613.202435189647,4221.808527712197,4608.1424256811815,0.86,694.6763489199737,0.0,3108.2080200135247,0.0,50,4201.886554799195,4221.808527712197,0.0,546.821787775726,4613.202435189647,602.308854567609,4221.808527712197,994,4201.886554799195,200,608.7095461714102,0.0028215493075549603,4608.1424256811815,0.0,3108.2080200135247,0.86,-4.319738764024805e-06,-1.6465235603391193e-05,994,0.885,200,-0.4681234359741211,0.0,608.7095461714102,602.308854567609,4221.808527712197,694.6763489199737
995,995,995,0.87,3.6855271901004016e-06,503.37159348924905,199200000,50,4610.91672815355,4317.452135703119,4610.981129628928,0.92,1288.880706613116,0.0,3098.047543198814,0.0,50,4143.1468227442,4317.452135703118,0.0,503.37159348924905,4610.91672815355,614.3874498847815,4317.452135703119,995,4143.1468227442,200,601.560853615817,0.0019890356343239546,4610.981129628928,0.0,3098.047543198814,0.92,-1.2318158042035066e-05,-1.6003685232135467e-05,995,0.87,200,-0.4875125288963318,0.0,601.560853615817,614.3874498847815,4317.452135703118,1288.880706613116
996,996,996,0.925,3.7293812056304887e-06,730.6916518350776,199400000,50,4612.332215853869,4214.047834183331,4611.029512731018,0.94,3121.7349416453408,0.0,406.37152697071417,0.0,50,4244.228647653729,4214.047834183331,0.0,730.6916518350776,4612.332215853869,520.834128607207,4214.047834183331,996,4244.228647653729,200,613.47281481916,0.00217267288826406,4611.029512731018,0.0,406.37152697071417,0.94,-1.369374331261497e-05,-1.742312451824546e-05,996,0.925,200,-0.5099812150001526,0.0,613.47281481916,520.834128607207,4214.047834183331,3121.7349416453408
997,997,997,0.875,3.6742947486345656e-05,539.339862247172,199600000,50,4614.602905150486,4260.0529598106095,4610.236391583721,0.86,53.737437994667104,0.0,3114.2085048177337,0.0,50,4066.389828837878,4260.0529598106095,0.0,539.339862247172,4614.602905150486,773.26627440265,4260.0529598106095,997,4066.389828837878,200,593.4485789588724,0.005704236216843128,4610.236391583721,0.0,3114.2085048177337,0.86,-2.6897983843809925e-05,-6.364093133015558e-05,997,0.875,200,-0.5543899536132812,0.0,593.4485789588724,773.26627440265,4260.0529598106095,53.737437994667104
998,998,998,0.76,2.303399014635943e-05,516.4757877544863,199800000,50,4618.803706082606,4283.376980419268,4612.843703008473,0.94,428.33100867858786,0.0,3189.0751402605806,0.0,50,3827.291773186729,4283.376980419268,0.0,516.4757877544863,4618.803706082606,694.498040638785,4283.376980419268,998,3827.291773186729,200,562.0209542809124,0.004344367887824774,4612.843703008473,0.0,3189.0751402605806,0.94,-1.919512578751892e-05,-4.222911593387835e-05,998,0.76,200,-0.5766077637672424,0.0,562.0209542809124,694.498040638785,4283.376980419268,428.33100867858786
999,999,999,0.99,1.379935747536365e-05,544.3541869993543,200000000,50,4612.25542911228,4244.359317160031,4615.617364351354,0.86,23.216499400894495,0.0,3144.2944037296,0.0,50,4390.086185537943,4244.359317160031,0.0,544.3541869993543,4612.25542911228,528.9807437348419,4244.359317160031,999,4390.086185537943,200,630.2550528504077,0.003393435152247548,4615.617364351354,0.0,3144.2944037296,0.86,2.6136485757888295e-05,1.2337128282524645e-05,999,0.99,200,-0.5456356406211853,0.0,630.2550528504077,528.9807437348419,4244.359317160031,23.216499400894495
1000,1000,1000,0.925,1.762493047863245e-05,526.8035110935488,200200000,50,4612.7996859543155,4280.287234089605,4610.1323149780765,0.92,60.61101658785891,0.0,3113.867049150864,0.0,50,4198.896047269363,4280.287234089605,0.0,526.8035110935488,4612.7996859543155,647.2844501386991,4280.287234089605,1000,4198.896047269363,200,610.789241398867,0.004453458823263645,4610.1323149780765,0.0,3113.867049150864,0.92,-3.251152884331532e-05,-5.013645932194777e-05,1000,0.925,200,-0.5848331451416016,0.0,610.789241398867,647.2844501386991,4280.287234089605,60.61101658785891
1001,1001,1001,0.905,3.8296886486932635e-05,545.2693869195834,200400000,50,4611.25906814303,4298.988612514502,4605.205385887506,0.86,64.3654533406452,0.0,2938.356204398254,0.0,50,4182.45588028131,4298.988612514501,0.0,545.2693869195834,4611.25906814303,703.8933269315203,4298.988612514502,1001,4182.45588028131,200,604.025696146994,0.006078587844967842,4605.205385887506,0.0,2938.356204398254,0.86,-2.19014473259449e-05,-6.0198333812877536e-05,1001,0.905,200,-0.6205821633338928,0.0,604.025696146994,703.8933269315203,4298.988612514501,64.3654533406452
1002,1002,1002,0.825,2.946786116808653e-05,758.5854860216122,200600000,50,4613.979844328861,4223.546636235307,4616.167332368711,0.9,37.00898292222819,0.0,405.34366364935454,0.0,50,3951.9583498682036,4223.546636235306,0.0,758.5854860216122,4613.979844328861,748.4275344233669,4223.546636235307,1002,3951.9583498682036,200,576.2726276477345,0.005251440219581127,4616.167332368711,0.0,405.34366364935454,0.9,-3.2205374736804515e-05,-6.167323590489104e-05,1002,0.825,200,-0.6463608741760254,0.0,576.2726276477345,748.4275344233669,4223.546636235306,37.00898292222819
1003,1003,1003,0.955,1.7531446701468667e-05,530.8961536664077,200800000,50,4610.953983768193,4253.847385286784,4618.900922819128,0.86,98.50092303007648,0.0,3107.405496395497,0.0,50,4342.224854709127,4253.847385286783,0.0,530.8961536664077,4610.953983768193,617.4678729499506,4253.847385286784,1003,4342.224854709127,200,625.880776568939,0.003373191924765706,4618.900922819128,0.0,3107.405496395497,0.86,-3.6874539546261076e-06,-2.1218900656094775e-05,1003,0.955,200,-0.6494225859642029,0.0,625.880776568939,617.4678729499506,4253.847385286783,98.50092303007648
1004,1004,1004,0.795,2.795343334582867e-06,544.8661930462979,201000000,50,4616.001503143154,4261.4240486110075,4606.027080198057,0.94,3132.3718253564302,0.0,3146.3614617232292,0.0,50,3967.4670006302417,4261.424048611007,0.0,544.8661930462979,4616.001503143154,600.1591841186079,4261.4240486110075,1004,3967.4670006302417,200,578.7023959289306,0.0017719768220558763,4606.027080198057,0.0,3146.3614617232292,0.94,7.958527021401096e-06,5.163183686818229e-06,1004,0.795,200,-0.6408738493919373,0.0,578.7023959289306,600.1591841186079,4261.424048611007,3132.3718253564302
1005,1005,1005,0.93,1.440856431145221e-05,522.3864726596705,201200000,50,4610.0702437720065,4301.474616631861,4610.516001202113,0.92,9.112913519993597,0.0,3185.7332867457685,0.0,50,4245.119140166523,4301.474616631861,0.0,522.3864726596705,4610.0702437720065,597.2355716145047,4301.474616631861,1005,4245.119140166523,200,613.6868282706953,0.003665012074634433,4610.516001202113,0.0,3185.7332867457685,0.92,-1.66269855981227e-05,-3.103554990957491e-05,1005,0.93,200,-0.6672683358192444,0.0,613.6868282706953,597.2355716145047,4301.474616631861,9.112913519993597
1006,1006,1006,0.905,5.143272574059665e-06,525.2927818060112,201400000,50,4618.447401464402,4272.250524278278,4607.939153747697,0.88,3064.485143299504,0.0,3177.585980058704,0.0,50,4109.346981890465,4272.250524278277,0.0,525.2927818060112,4618.447401464402,569.7649402150813,4272.250524278278,1006,4109.346981890465,200,598.3442934178845,0.0027855720836669207,4607.939153747697,0.0,3177.585980058704,0.88,-1.557983887323644e-05,-2.0723111447296105e-05,1006,0.905,200,-0.6854572892189026,0.0,598.3442934178845,569.7649402150813,4272.250524278277,3064.485143299504
1007,1007,1007,0.895,8.976531717053149e-06,549.9053001179107,201600000,50,4612.958603907766,4275.728409671679,4615.630695044891,0.9,713.9796631951662,0.0,3126.615496291878,0.0,50,4191.626781029451,4275.728409671679,0.0,549.9053001179107,4612.958603907766,581.6594631214876,4275.728409671679,1007,4191.626781029451,200,606.8250571280693,0.0022036591544747353,4615.630695044891,0.0,3126.615496291878,0.9,1.6412403056165203e-05,7.4358713391120546e-06,1007,0.895,200,-0.6610144376754761,0.0,606.8250571280693,581.6594631214876,4275.728409671679,713.9796631951662
1008,1008,1008,0.86,2.142424364137696e-05,529.8605142405012,201800000,50,4618.129783911969,4250.208085638754,4612.797551152038,0.86,45.724070174591034,0.0,3168.606862781755,0.0,50,4117.854627071813,4250.208085638755,0.0,529.8605142405012,4618.129783911969,642.9674905838721,4250.208085638754,1008,4117.854627071813,200,596.0357473648223,0.004713531117886305,4612.797551152038,0.0,3168.606862781755,0.86,3.246964843128808e-05,1.1045404789911117e-05,1008,0.86,200,-0.6208491325378418,0.0,596.0357473648223,642.9674905838721,4250.208085638755,45.724070174591034
1009,1009,1009,0.825,1.998297602767707e-05,521.023176447339,202000000,50,4610.557714803892,4288.961801407672,4607.160568569472,0.9,112.25544418503036,0.0,3174.2367277856292,0.0,50,4037.546338623496,4288.961801407672,0.0,521.023176447339,4610.557714803892,664.9867891265937,4288.961801407672,1009,4037.546338623496,200,586.9715672682086,0.004476373083889484,4607.160568569472,0.0,3174.2367277856292,0.9,2.7236907044425607e-05,7.253931016748538e-06,1009,0.825,200,-0.5866631865501404,0.0,586.9715672682086,664.9867891265937,4288.961801407672,112.25544418503036
1010,1010,1010,0.86,1.8470043869456276e-05,662.9048521093273,202200000,50,4612.510943944303,4274.211675515305,4611.420867702784,0.94,42.139078457775256,0.0,890.9881384082083,0.0,50,4103.170637334462,4274.211675515305,0.0,662.9048521093273,4612.510943944303,645.7025611237797,4274.211675515305,1010,4103.170637334462,200,595.8237998493527,0.004143028520047665,4611.420867702784,0.0,890.9881384082083,0.94,-3.299389936728403e-05,-5.1463943236740306e-05,1010,0.86,200,-0.640601634979248,0.0,595.8237998493527,645.7025611237797,4274.211675515305,42.139078457775256
1011,1011,1011,0.84,1.4497489246423356e-05,540.2205735066975,202400000,50,4612.504052448666,4250.529736755213,4615.565593244373,0.94,28.913118800206703,0.0,3192.6885647030786,0.0,50,4070.855211778433,4250.529736755213,0.0,540.2205735066975,4612.504052448666,762.5407987308804,4250.529736755213,1011,4070.855211778433,200,590.1339662029272,0.0035940385423600674,4615.565593244373,0.0,3192.6885647030786,0.94,-5.037618393544108e-06,-1.9535107639967464e-05,1011,0.84,200,-0.6503444314002991,0.0,590.1339662029272,762.5407987308804,4250.529736755213,28.913118800206703
1012,1012,1012,0.915,1.3466662494465709e-05,544.973101640056,202600000,50,4614.413653818912,4268.944343404305,4611.437719498645,0.86,22.43869387450133,0.0,3170.553285753871,0.0,50,4237.417860938202,4268.944343404305,0.0,544.973101640056,4614.413653818912,604.499052428333,4268.944343404305,1012,4237.417860938202,200,615.2519086162946,0.003634115681052208,4611.437719498645,0.0,3170.553285753871,0.86,7.165454917412717e-06,-6.301207577052992e-06,1012,0.915,200,-0.636192798614502,0.0,615.2519086162946,604.499052428333,4268.944343404305,22.43869387450133
1013,1013,1013,0.935,2.5565470423316583e-05,537.8210022252254,202800000,50,4618.010794393141,4268.438569134734,4612.857162653769,0.86,479.9516395644895,0.0,3138.544625899189,0.0,50,4305.1864188996515,4268.438569134734,0.0,537.8210022252254,4618.010794393141,534.1522815462016,4268.438569134734,1013,4305.1864188996515,200,621.0337529830697,0.004246186930686235,4612.857162653769,0.0,3138.544625899189,0.86,-1.82773765118327e-05,-4.384284693514928e-05,1013,0.935,200,-0.6599211692810059,0.0,621.0337529830697,534.1522815462016,4268.438569134734,479.9516395644895
1014,1014,1014,0.895,1.654862126088119e-05,535.6171796487148,203000000,50,4609.582355678907,4281.138027553674,4613.102148162705,0.9,58.57108587966203,0.0,3188.9499388721683,0.0,50,4133.745772425696,4281.138027553673,0.0,535.6171796487148,4609.582355678907,700.0317408604104,4281.138027553674,1014,4133.745772425696,200,601.4831363706804,0.003992398735135794,4613.102148162705,0.0,3188.9499388721683,0.9,1.1135331988043617e-05,-5.413289272837574e-06,1014,0.895,200,-0.6446384787559509,0.0,601.4831363706804,700.0317408604104,4281.138027553673,58.57108587966203
1015,1015,1015,0.975,6.086155735829379e-06,534.3525804590093,203200000,50,4615.351221948624,4304.417010382734,4615.848105685054,0.88,3102.5367321466497,0.0,3171.33843534081,0.0,50,4346.3058408964835,4304.417010382734,0.0,534.3525804590093,4615.351221948624,437.9635217203084,4304.417010382734,1015,4346.3058408964835,200,625.4872431370898,0.003049743827432394,4615.848105685054,0.0,3171.33843534081,0.88,1.9011169570148923e-05,1.2925013834319543e-05,1015,0.975,200,-0.6217933297157288,0.0,625.4872431370898,437.9635217203084,4304.417010382734,3102.5367321466497
1016,1016,1016,0.805,2.1363179257605225e-05,545.4695211357849,203400000,50,4610.162832973234,4261.206945443217,4611.140395036663,0.88,169.80935078007397,0.0,3169.0243481149414,0.0,50,4007.0063186484144,4261.206945443218,0.0,545.4695211357849,4610.162832973234,669.3773877506746,4261.206945443217,1016,4007.0063186484144,200,585.9279777693619,0.0038341376930475235,4611.140395036663,0.0,3169.0243481149414,0.88,-1.8442009604768828e-05,-3.980518886237405e-05,1016,0.805,200,-0.6448187828063965,0.0,585.9279777693619,669.3773877506746,4261.206945443218,169.80935078007397
1017,1017,1017,0.905,1.878716557257576e-05,787.1556862646453,203600000,50,4616.639696756869,4204.208263426012,4611.936399834485,0.9,13.326315364805119,0.0,57.84285810144694,0.0,50,4192.041218746192,4204.208263426012,0.0,787.1556862646453,4616.639696756869,723.458681673291,4204.208263426012,1017,4192.041218746192,200,606.6498789387415,0.0040787081234157085,4611.936399834485,0.0,57.84285810144694,0.9,-6.193356057337951e-06,-2.498052162991371e-05,1017,0.905,200,-0.6519021987915039,0.0,606.6498789387415,723.458681673291,4204.208263426012,13.326315364805119
1018,1018,1018,0.87,1.23281279229559e-05,554.3533056792111,203800000,50,4619.17787556377,4280.974512089689,4615.813134915463,0.86,73.87554854922912,0.0,3188.3877192073087,0.0,50,4152.560591518789,4280.974512089689,0.0,554.3533056792111,4619.17787556377,689.7226283721363,4280.974512089689,1018,4152.560591518789,200,603.9549061191944,0.0033139786683022976,4615.813134915463,0.0,3188.3877192073087,0.86,-2.863803820218891e-05,-4.096616612514481e-05,1018,0.87,200,-0.6972399353981018,0.0,603.9549061191944,689.7226283721363,4280.974512089689,73.87554854922912
1019,1019,1019,0.815,3.9099099922168534e-05,519.3791706176719,204000000,50,4615.124683888351,4297.053782727457,4613.967320968097,0.92,43.28042632901037,0.0,3192.709066235946,0.0,50,3947.104480497597,4297.053782727457,0.0,519.3791706176719,4615.124683888351,785.8392086317418,4297.053782727457,1019,3947.104480497597,200,577.7129219677622,0.0052756937220692635,4613.967320968097,0.0,3192.709066235946,0.92,-7.683976036787499e-06,-4.678307595895603e-05,1019,0.815,200,-0.7010993957519531,0.0,577.7129219677622,785.8392086317418,4297.053782727457,43.28042632901037
1020,1020,1020,0.885,1.8671540601644665e-05,472.51912911125703,204200000,50,4615.956863039241,4346.212920185072,4615.9865101646865,0.9,32.3573583235831,0.0,3164.307660934959,0.0,50,4175.120457450153,4346.212920185072,0.0,472.51912911125703,4615.956863039241,707.3175789838319,4346.212920185072,1020,4175.120457450153,200,606.1163639598482,0.003912245389074087,4615.9865101646865,0.0,3164.307660934959,0.9,-2.321329156984575e-05,-4.1884832171490416e-05,1020,0.885,200,-0.7285788059234619,0.0,606.1163639598482,707.3175789838319,4346.212920185072,32.3573583235831
1021,1021,1021,0.86,3.3342848837492056e-06,540.7201649211762,204400000,50,4615.80754904674,4275.946962776756,4612.481612917507,0.84,3145.0757477118036,0.0,3161.6220073526424,0.0,50,4179.129560975594,4275.946962776757,0.0,540.7201649211762,4615.80754904674,592.6584165412851,4275.946962776756,1021,4179.129560975594,200,608.757178408578,0.0020245336927473545,4612.481612917507,0.0,3161.6220073526424,0.84,1.8040906070382334e-05,1.4706621186633129e-05,1021,0.86,200,-0.7017463445663452,0.0,608.757178408578,592.6584165412851,4275.946962776757,3145.0757477118036
1022,1022,1022,0.845,5.985262760077603e-06,776.8566654199167,204600000,50,4615.438436221997,4215.689179671676,4612.987370742148,0.88,2991.656046342003,0.0,75.286419574836,0.0,50,4095.5938436093275,4215.689179671677,0.0,776.8566654199167,4615.438436221997,588.5754875905682,4215.689179671676,1022,4095.5938436093275,200,598.4148258900694,0.0029251459054648876,4612.987370742148,0.0,75.286419574836,0.88,-2.24842551688198e-05,-2.8469517928897403e-05,1022,0.845,200,-0.7312336564064026,0.0,598.4148258900694,588.5754875905682,4215.689179671677,2991.656046342003
1023,1023,1023,0.885,1.568132938700728e-05,546.0004102736162,204800000,50,4617.083904569871,4262.909539913684,4612.675299801611,0.88,269.5242830856107,0.0,3028.067788714268,0.0,50,4167.036399527065,4262.909539913684,0.0,546.0004102736162,4617.083904569871,661.9700498286564,4262.909539913684,1023,4167.036399527065,200,608.2348089036112,0.0034523685462772846,4612.675299801611,0.0,3028.067788714268,0.88,-2.379393481533043e-05,-3.947526420233771e-05,1023,0.885,200,-0.7561838030815125,0.0,608.2348089036112,661.9700498286564,4262.909539913684,269.5242830856107
1024,1024,1024,0.9,1.6625339412712492e-05,537.5155858339365,205000000,50,4621.744343849325,4287.14314571902,4615.0765635612925,0.9,1025.5732423068223,0.0,3163.456913664773,0.0,50,4214.490602548171,4287.143145719018,0.0,537.5155858339365,4621.744343849325,585.885287377946,4287.14314571902,1024,4214.490602548171,200,613.3154027341218,0.003385941032320261,4615.0765635612925,0.0,3163.456913664773,0.9,7.811855539330281e-06,-8.81348387338221e-06,1024,0.9,200,-0.7449515461921692,0.0,613.3154027341218,585.885287377946,4287.143145719018,1025.5732423068223
1025,1025,1025,0.845,4.80860035168007e-06,811.7776907266333,205200000,50,4622.943822311102,4177.323800249684,4618.823836808593,0.84,3140.620463545216,0.0,20.05876758907808,0.0,50,4195.669595895142,4177.323800249683,0.0,811.7776907266333,4622.943822311102,575.1071575072277,4177.323800249684,1025,4195.669595895142,200,610.0873142725151,0.0026136129163205624,4618.823836808593,0.0,20.05876758907808,0.84,1.5337765944423154e-05,1.0529165592743084e-05,1025,0.845,200,-0.7223405241966248,0.0,610.0873142725151,575.1071575072277,4177.323800249683,3140.620463545216
1026,1026,1026,0.915,2.11052347367513e-05,517.7426151435882,205400000,50,4615.040823084069,4320.054587476123,4611.617179060361,0.92,816.054899045152,0.0,3142.7850272034007,0.0,50,4236.924957151497,4320.054587476123,0.0,517.7426151435882,4615.040823084069,555.4888231665052,4320.054587476123,1026,4236.924957151497,200,615.9078312189739,0.0038532421458512545,4611.617179060361,0.0,3142.7850272034007,0.92,4.366177563497331e-06,-1.673905717325397e-05,1026,0.915,200,-0.7158803939819336,0.0,615.9078312189739,555.4888231665052,4320.054587476123,816.054899045152
1027,1027,1027,0.825,2.7814344321086537e-06,798.0147200695853,205600000,50,4618.401960442414,4160.87933025609,4620.006685392199,0.86,3059.1907576770463,0.0,375.1560021297043,0.0,50,4061.1037897244714,4160.87933025609,0.0,798.0147200695853,4618.401960442414,591.2292311377645,4160.87933025609,1027,4061.1037897244714,200,591.6243869557075,0.0017360441852360964,4620.006685392199,0.0,375.1560021297043,0.86,-1.9725666788872331e-07,-2.978691099997377e-06,1027,0.825,200,-0.7129640579223633,0.0,591.6243869557075,591.2292311377645,4160.87933025609,3059.1907576770463
1028,1028,1028,0.895,3.771139745367691e-06,517.0000341763091,205800000,50,4616.527341917919,4310.343530160163,4618.884632231833,0.88,3180.8663984085706,0.0,3152.91414802894,0.0,50,4125.338170684862,4310.343530160163,0.0,517.0000341763091,4616.527341917919,575.6285226723966,4310.343530160163,1028,4125.338170684862,200,600.9916119361918,0.0023806910030543804,4618.884632231833,0.0,3152.91414802894,0.88,1.1429068763391115e-05,7.657929018023424e-06,1028,0.895,200,-0.7007046341896057,0.0,600.9916119361918,575.6285226723966,4310.343530160163,3180.8663984085706
1029,1029,1029,0.845,2.306012561348325e-06,499.5350103366601,206000000,50,4616.458469213069,4300.101064851207,4614.699914592801,0.94,3082.312789992152,0.0,3211.9484509816216,0.0,50,4178.361749855387,4300.101064851207,0.0,499.5350103366601,4616.458469213069,576.1284012786521,4300.101064851207,1029,4178.361749855387,200,606.9642215263332,0.0017035070341080427,4614.699914592801,0.0,3211.9484509816216,0.94,5.106882099426002e-07,-1.7953243514057249e-06,1029,0.845,200,-0.6985206007957458,0.0,606.9642215263332,576.1284012786521,4300.101064851207,3082.312789992152
1030,1030,1030,0.89,5.701358531950973e-06,506.2140221699752,206200000,50,4619.147018084382,4309.100518904522,4616.853769533604,0.94,3087.7576858550024,0.0,3189.24581505169,0.0,50,4237.504871265679,4309.100518904521,0.0,506.2140221699752,4619.147018084382,551.7705611784478,4309.100518904522,1030,4237.504871265679,200,615.6039617554761,0.0032579179387539625,4616.853769533604,0.0,3189.24581505169,0.94,-1.909370803332422e-05,-2.4795066565275192e-05,1030,0.89,200,-0.732150673866272,0.0,615.6039617554761,551.7705611784478,4309.100518904521,3087.7576858550024
1031,1031,1031,0.845,3.7425038499350194e-06,553.6889901199221,206400000,50,4615.645659901369,4287.992782177998,4612.818759143849,0.84,3153.5500153462835,0.0,3170.1133231932536,0.0,50,4010.1261157072986,4287.992782177998,0.0,553.6889901199221,4615.645659901369,596.519063675686,4287.992782177998,1031,4010.1261157072986,200,583.2929018661745,0.0021629168186336756,4612.818759143849,0.0,3170.1133231932536,0.84,6.324115929601248e-06,2.581612079666229e-06,1031,0.845,200,-0.7254371643066406,0.0,583.2929018661745,596.519063675686,4287.992782177998,3153.5500153462835
1032,1032,1032,0.94,3.041688796656672e-05,724.0683388287543,206600000,50,4614.749501513459,4219.710850029734,4613.088974424369,0.9,497.419148103268,0.0,831.3613011686286,0.0,50,4287.180013527436,4219.710850029734,0.0,724.0683388287543,4614.749501513459,617.7334930266113,4219.710850029734,1032,4287.180013527436,200,624.9112998836321,0.005035356618463993,4613.088974424369,0.0,831.3613011686286,0.9,-2.332006442884449e-05,-5.373695239541121e-05,1032,0.94,200,-0.751613199710846,0.0,624.9112998836321,617.7334930266113,4219.710850029734,497.419148103268
1033,1033,1033,0.79,2.4638202376081608e-05,516.0190865231211,206800000,50,4616.90674264538,4303.094766191647,4614.90058098505,0.92,160.77530529045998,0.0,3162.5036354845693,0.0,50,3893.5692288364667,4303.094766191647,0.0,516.0190865231211,4616.90674264538,822.9204417355771,4303.094766191647,1033,3893.5692288364667,200,572.2652432715379,0.004611439071595669,4614.90058098505,0.0,3162.5036354845693,0.92,-1.170847644971218e-05,-3.634667882579379e-05,1033,0.79,200,-0.7642631530761719,0.0,572.2652432715379,822.9204417355771,4303.094766191647,160.77530529045998
1034,1034,1034,0.955,3.908267899532802e-06,526.0510796571311,207000000,50,4616.859593027665,4300.1780207337115,4616.043541612454,0.9,3211.4804456507763,0.0,3187.4731123731253,0.0,50,4327.250219802667,4300.1780207337115,0.0,526.0510796571311,4616.859593027665,464.0529111260314,4300.1780207337115,1034,4327.250219802667,200,627.6272375686522,0.002201059367507696,4616.043541612454,0.0,3187.4731123731253,0.9,1.659144982113503e-05,1.2683181921602227e-05,1034,0.955,200,-0.7310050129890442,0.0,627.6272375686522,464.0529111260314,4300.1780207337115,3211.4804456507763
1035,1035,1035,0.8,4.256678221281618e-05,538.8755471396756,207200000,50,4619.087974105446,4275.494538348602,4609.359350275145,0.88,1019.5072134699951,0.0,3203.906404350636,0.0,50,4075.0518494587095,4275.494538348601,0.0,538.8755471396756,4619.087974105446,644.3399473409542,4275.494538348602,1035,4075.0518494587095,200,596.5095667934993,0.00609268993139267,4609.359350275145,0.0,3203.906404350636,0.88,-1.298727875109762e-05,-5.55540609639138e-05,1035,0.8,200,-0.7521625757217407,0.0,596.5095667934993,644.3399473409542,4275.494538348601,1019.5072134699951
1036,1036,1036,0.91,3.999010459665442e-05,823.8711673075237,207400000,50,4615.905234961854,4149.3131559433405,4613.072663159136,0.88,2339.266678837917,0.0,37.20116063838482,0.0,50,4235.4126004632235,4149.31315594334,0.0,823.8711673075237,4615.905234961854,542.0580036597964,4149.3131559433405,1036,4235.4126004632235,200,613.2448784847187,0.004765906371176243,4613.072663159136,0.0,37.20116063838482,0.88,-4.229520527587738e-06,-4.421962512424216e-05,1036,0.91,200,-0.7600552439689636,0.0,613.2448784847187,542.0580036597964,4149.31315594334,2339.266678837917
